id	scene_id	person	gender	original_line	line	metadata	filename
266301	145	COMA GUY	M	Coma Guy: Well, what do you want me to say?	Well, what do you want me to say?	Well_RR what_DDQ do_VD0 you_PPY want_VVI me_PPIO1 to_TO say_VVI ?_?	0111.txt
266401	145	MONICA	F	Monica: Oh, I don't know. Maybe, um, That was nice? Admit something to me? I'll call you?	Oh, I don't know. Maybe, um, That was nice? Admit something to me? I'll call you?	Oh_UH I_PPIS1 do_VD0 n't_XX know_VVI ._. Maybe_RR um_UH That_DD1 was_VBDZ nice_JJ ?_? Admit_VV0 something_PN1 to_II me_PPIO1 ?_? I_PPIS1 'll_VM call_VVI you_PPY ?_?	0111.txt
266501	145	COMA GUY	M	Coma Guy: Alright, I'll call you.	Alright, I'll call you.	Alright_RR I_PPIS1 'll_VM call_VVI you_PPY ._.	0111.txt
266601	145	PHOEBE	F	Phoebe: I don't think you mean that.	I don't think you mean that.	I_PPIS1 do_VD0 n't_XX think_VVI you_PPY mean_VV0 that_DD1 ._.	0111.txt
266701	145	MONICA	F	Monica: This is so typical. Y'know, we give, and we give, and we give. And then- we just get nothing back! And then one day, y'know, it's just, you wake up, and See you around! Let's go, Phoebe.	This is so typical. Y'know, we give, and we give, and we give. And then we just get nothing back! And then one day, y'know, it's just, you wake up, and See you around! Let's go, Phoebe.	This_DD1 is_VBZ so_RG typical_JJ ._. Y'know_VV0 we_PPIS2 give_VV0 and_CC we_PPIS2 give_VV0 and_CC we_PPIS2 give_VV0 ._. And_CC then-_NN1 we_PPIS2 just_RR get_VV0 nothing_PN1 back_RP !_! And_CC then_RT one_MC1 day_NNT1 y'know_VV0 it_PPH1 's_VBZ just_JJ you_PPY wake_VV0 up_RP and_CC See_VV0 you_PPY around_RP !_! Let_VM21 's_VM22 go_VVI Phoebe_NP1 ._.	0111.txt
266801	145	PHOEBE	F	Phoebe: Y'know what? We thought you were different. But I guess it was just the coma.	Y'know what? We thought you were different. But I guess it was just the coma.	Y'know_VV0 what_DDQ ?_? We_PPIS2 thought_VVD you_PPY were_VBDR different_JJ ._. But_CCB I_PPIS1 guess_VV0 it_PPH1 was_VBDZ just_RR the_AT coma_NN1 ._.	0111.txt
266901	146	MRS. BING	F	Mrs. Bing: Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?	Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?	Car_NN1 's_VBZ waiting_VVG downstairs_RL I_PPIS1 just_RR wanted_VVD to_TO drop_VVI off_RP these_DD2 copies_NN2 of_IO my_APPGE book_NN1 for_IF your_APPGE friends_NN2 ._. Anything_PN1 you_PPY want_VV0 from_II Lisbon_NP1 ?_?	0111.txt
267001	146	CHANDLER	M	Chandler: No, just knowing you're gonna be there is enough.	No, just knowing you're gonna be there is enough.	No_UH just_RR knowing_VVG you_PPY 're_VBR gon_VVGK na_TO be_VBI there_RL is_VBZ enough_RR ._.	0111.txt
267101	146	MRS. BING	F	Mrs. Bing: Alright, well, be good, I love you. 	Alright, well, be good, I love you.	Alright_RR well_RR be_VBI good_JJ I_PPIS1 love_VV0 you_PPY ._.	0111.txt
267201	146	CHANDLER	M	Chandler: You kissed my best Ross! ...Or something to that effect.	You kissed my best Ross! ...Or something to that effect.	You_PPY kissed_VVD my_APPGE best_JJT Ross_NP1 !_! ..._... Or_CC something_PN1 to_II that_DD1 effect_NN1 ._.	0111.txt
267301	146	MRS. BING	F	Mrs. Bing: O-kay. Look, it, it was stupid.	O-kay. Look, it, it was stupid.	O-kay_RR ._. Look_VV0 it_PPH1 it_PPH1 was_VBDZ stupid_JJ ._.	0111.txt
267401	146	CHANDLER	M	Chandler: Really stupid.	Really stupid.	Really_RR stupid_JJ ._.	0111.txt
267501	146	MRS. BING	F	Mrs. Bing: Really stupid. And I don't even know how it happened. I'm sorry, honey, I promise it will never happen again. Are we okay now?	Really stupid. And I don't even know how it happened. I'm sorry, honey, I promise it will never happen again. Are we okay now?	Really_RR stupid_JJ ._. And_CC I_PPIS1 do_VD0 n't_XX even_RR know_VVI how_RRQ it_PPH1 happened_VVD ._. I_PPIS1 'm_VBM sorry_JJ honey_NN1 I_PPIS1 promise_VV0 it_PPH1 will_VM never_RR happen_VVI again_RT ._. Are_VBR we_PPIS2 okay_JJ now_RT ?_?	0111.txt
267601	146	CHANDLER	M	Chandler: Yeah. No. No...	Yeah. No. No...	Yeah_UH ._. No_UH ._. No_UH ..._...	0111.txt
267701	146	ROSS	M	Ross: Ah, the forbidden love of a man and his door.	Ah, the forbidden love of a man and his door.	Ah_UH the_AT forbidden_JJ love_NN1 of_IO a_AT1 man_NN1 and_CC his_APPGE door_NN1 ._.	0111.txt
267801	146	JOEY	M	Joey: Shh. He did it. He told her off, and not just about the kiss, about everything.	Shh. He did it. He told her off, and not just about the kiss, about everything.	Shh_UH ._. He_PPHS1 did_VDD it_PPH1 ._. He_PPHS1 told_VVD her_PPHO1 off_RP and_CC not_XX just_RR21 about_RR22 the_AT kiss_NN1 about_II everything_PN1 ._.	0111.txt
267901	146	ROSS	M	Ross: You're kidding.	You're kidding.	You_PPY 're_VBR kidding_VVG ._.	0111.txt
268001	146	JOEY	M	Joey: No, no. He said When are you gonna grow up and start being a mom?	No, no. He said When are you gonna grow up and start being a mom?	No_UH no_UH ._. He_PPHS1 said_VVD When_RRQ are_VBR you_PPY gon_VVGK na_TO grow_VVI up_RP and_CC start_VVI being_VBG a_AT1 mom_NN1 ?_?	0111.txt
268101	146	ROSS	M	Ross: Wow!	Wow!	Wow_UH !_!	0111.txt
268201	146	JOEY	M	Joey: Then she came back with The question is, when are you gonna grow up and realise I have a bomb?	Then she came back with The question is, when are you gonna grow up and realise I have a bomb?	Then_RT she_PPHS1 came_VVD back_RP with_IW The_AT question_NN1 is_VBZ when_RRQ are_VBR you_PPY gon_VVGK na_TO grow_VVI up_RP and_CC realise_VVI I_PPIS1 have_VH0 a_AT1 bomb_NN1 ?_?	0111.txt
268301	146	ROSS	M	Ross: 'Kay, wait a minute, are you sure she didn't say When are you gonna grow up and realise I am your mom?	'Kay, wait a minute, are you sure she didn't say When are you gonna grow up and realise I am your mom?	'Kay_NN1 wait_VV0 a_AT1 minute_NNT1 are_VBR you_PPY sure_JJ she_PPHS1 did_VDD n't_XX say_VVI When_RRQ are_VBR you_PPY gon_VVGK na_TO grow_VVI up_RP and_CC realise_VVI I_PPIS1 am_VBM your_APPGE mom_NN1 ?_?	0111.txt
268401	146	JOEY	M	Joey: That makes more sense.	That makes more sense.	That_DD1 makes_VVZ more_DAR sense_NN1 ._.	0111.txt
268501	146	ROSS	M	Ross: So, what's going on now?	So, what's going on now?	So_RR what_DDQ 's_VBZ going_VVG on_RP now_RT ?_?	0111.txt
268601	146	JOEY	M	Joey: I dunno, I've been standing here spelling it out for you!  I don't hear anything. Oh, wait, wait, wait. (Looks through the spyhole)	I dunno, I've been standing here spelling it out for you! I don't hear anything. Oh, wait, wait, wait.	I_PPIS1 du_VD0 n_XX no_VVI I_PPIS1 've_VH0 been_VBN standing_VVG here_RL spelling_VVG it_PPH1 out_RP for_IF you_PPY !_! I_PPIS1 do_VD0 n't_XX hear_VVI anything_PN1 ._. Oh_UH wait_VV0 wait_VV0 wait_VV0 ._.	0111.txt
268701	146	ROSS	M	Ross: Whaddya see?	Whaddya see?	Whaddya_NP1 see_VV0 ?_?	0111.txt
268801	146	JOEY	M	Joey: Hard to tell, they're so tiny and upside-down. Wait, wait. They're walking away... they're walking away... No, no they're not, they're coming right at us! Run! Run!	Hard to tell, they're so tiny and upside-down. Wait, wait. They're walking away... they're walking away... No, no they're not, they're coming right at us! Run! Run!	Hard_RR to_TO tell_VVI they_PPHS2 're_VBR so_RG tiny_JJ and_CC upside-down_RL ._. Wait_VV0 wait_VV0 ._. They_PPHS2 're_VBR walking_VVG away_RL ..._... they_PPHS2 're_VBR walking_VVG away_RL ..._... No_UH no_RR they_PPHS2 're_VBR not_XX they_PPHS2 're_VBR coming_VVG right_RR at_II us_PPIO2 !_! Run_VV0 !_! Run_VV0 !_!	0111.txt
268901	146	MRS. BING	F	Mrs. Bing: You okay, kiddo?	You okay, kiddo?	You_PPY okay_RR kiddo_NN1 ?_?	0111.txt
269001	146	CHANDLER	M	Chandler: Yeah, okay.	Yeah, okay.	Yeah_UH okay_RR ._.	0111.txt
269101	146	MRS. BING	F	Mrs. Bing: Alright. 	Alright.	Alright_RR ._.	0111.txt
269201	146	CHANDLER	M	Chandler: Nice save.	Nice save.	Nice_RR save_VV0 ._.	0111.txt
269301	146	ROSS	M	Ross: Mrs. Bing.	Mrs. Bing.	Mrs._NNB Bing._NP1	0111.txt
269401	146	MRS. BING	F	Mrs. Bing: Mr. Geller.	Mr. Geller.	Mr._NNB Geller._NP1	0111.txt
269501	146	CHANDLER	M	Chandler: Hey.	Hey.	Hey_UH ._.	0111.txt
269601	146	ROSS	M	Ross: You mean that?	You mean that?	You_PPY mean_VV0 that_DD1 ?_?	0111.txt
269701	146	CHANDLER	M	Chandler: Yeah, why not.  So I told her.	Yeah, why not. So I told her.	Yeah_UH why_RRQ not_XX ._. So_RR I_PPIS1 told_VVD her_PPHO1 ._.	0111.txt
269801	146	ROSS	M	Ross: Yeah? How'd it go?	Yeah? How'd it go?	Yeah_UH ?_? How_RRQ 'd_VM it_PPH1 go_VVI ?_?	0111.txt
269901	146	CHANDLER	M	Chandler: Awful. Awful. Couldn'ta gone worse.	Awful. Awful. Couldn'ta gone worse.	Awful_JJ ._. Awful_JJ ._. Couldn'ta_NN1 gone_VVN worse_RRR ._.	0111.txt
270001	146	ROSS	M	Ross: Well, howdya feel?	Well, howdya feel?	Well_RR howdya_NN1 feel_VV0 ?_?	0111.txt
270101	146	CHANDLER	M	Chandler: Pretty good! I told her.	Pretty good! I told her.	Pretty_RG good_JJ !_! I_PPIS1 told_VVD her_PPHO1 ._.	0111.txt
270201	146	ROSS	M	Ross: Well, see? So, maybe it wasn't such a bad idea, y'know, me kissing your mom, uh? Huh?  But.. we don't have to go down that road.	Well, see? So, maybe it wasn't such a bad idea, y'know, me kissing your mom, uh? Huh? But.. we don't have to go down that road.	Well_RR see_VV0 ?_? So_RR maybe_RR it_PPH1 was_VBDZ n't_XX such_DA a_AT1 bad_JJ idea_NN1 y'know_VV0 me_PPIO1 kissing_VVG your_APPGE mom_NN1 uh_UH ?_? Huh_UH ?_? But_CCB .._... we_PPIS2 do_VD0 n't_XX have_VHI to_TO go_VVI down_II that_DD1 road_NN1 ._.	0111.txt
270301	147	RACHEL	F	Rachel: Okay. Now this is just the first chapter, and I want your absolute honest opinion. Oh, oh, and on page two, he's not 'reaching for her heaving beasts'.	Okay. Now this is just the first chapter, and I want your absolute honest opinion. Oh, oh, and on page two, he's not 'reaching for her heaving beasts'.	Okay_RR ._. Now_RT this_DD1 is_VBZ just_RR the_AT first_MD chapter_NN1 and_CC I_PPIS1 want_VV0 your_APPGE absolute_JJ honest_JJ opinion_NN1 ._. Oh_UH oh_UH and_CC on_II page_NN1 two_MC he_PPHS1 's_VBZ not_XX 'reaching_VVG for_IF her_PPHO1 heaving_VVG beasts'._NNU	0111.txt
270401	147	MONICA	F	Monica: What's a 'niffle'?	What's a 'niffle'?	What_DDQ 's_VBZ a_AT1 'niffle'_NN1 ?_?	0111.txt
270501	147	JOEY	M	Joey: You usually find them on the 'heaving beasts'.	You usually find them on the 'heaving beasts'.	You_PPY usually_RR find_VV0 them_PPHO2 on_II the_AT 'heaving_JJ beasts'._NNU	0111.txt
270601	147	RACHEL	F	Rachel: Alright, alright, so I'm not a great typist...	Alright, alright, so I'm not a great typist...	Alright_RR alright_RR so_CS I_PPIS1 'm_VBM not_XX a_AT1 great_JJ typist_NN1 ..._...	0111.txt
270701	147	ROSS	M	Ross: Wait, did you get to the part about his 'huge throbbing pens'? Tell ya, you don't wanna be around when he starts writing with those!	Wait, did you get to the part about his 'huge throbbing pens'? Tell ya, you don't wanna be around when he starts writing with those!	Wait_VV0 did_VDD you_PPY get_VVI to_II the_AT part_NN1 about_II his_APPGE 'huge_NN1 throbbing_JJ pens_NN2 '_GE ?_? Tell_VV0 ya_PPY you_PPY do_VD0 n't_XX wan_VVI na_TO be_VBI around_RP when_CS he_PPHS1 starts_VVZ writing_VVG with_IW those_DD2 !_!	0111.txt
270801	147	RACHEL	F	Rachel: Alright, that's it! Give it back! That's it!	Alright, that's it! Give it back! That's it!	Alright_RR that_DD1 's_VBZ it_PPH1 !_! Give_VV0 it_PPH1 back_RP !_! That_DD1 's_VBZ it_PPH1 !_!	0111.txt
270901	147	ALL	U	All: Nooo!	Nooo!	Nooo_NN1 !_!	0111.txt
271001	148	CHANDLER	M	Chandler: no-no, we're done.	no no, we're done.	no_UH no_UH we_PPIS2 're_VBR done_VDN ._.	0112.txt
271101	149	MONICA	F	Monica: Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna.  Well, the meat's only every third layer, maybe you could scrape.	Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.	Aunt_NNB Syl_NP1 stop_VV0 yelling_VVG !_! All_DB I_PPIS1 'm_VBM saying_VVG is_VBZ that_CST if_CS you_PPY had_VHD told_VVN me_PPIO1 vegetarian_JJ lasagna_NN1 I_PPIS1 would_VM have_VHI made_VVN vegetarian_JJ lasagna_NN1 ._. Well_RR the_AT meat_NN1 's_VBZ only_RR every_AT1 third_MD layer_NN1 maybe_RR you_PPY could_VM scrape_VVI ._.	0112.txt
271201	149	JOEY	M	Joey: Ross, did you really read all these baby books?	Ross, did you really read all these baby books?	Ross_NP1 did_VDD you_PPY really_RR read_VVI all_DB these_DD2 baby_NN1 books_NN2 ?_?	0112.txt
271301	149	ROSS	M	Ross: Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that! 	Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that!	Yup_UH !_! You_PPY could_VM plunk_VVI me_PPIO1 down_RP in_II the_AT middle_NN1 of_IO any_DD woman_NN1 's_GE uterus_NN1 no_AT compass_NN1 and_CC I_PPIS1 can_VM find_VVI my_APPGE way_NN1 out_II21 of_II22 there_RL like_II that_DD1 !_!	0112.txt
271401	149	PHOEBE	F	Phoebe: Ooh, this is cool...it says in some parts of the world, people actually eat the placenta. 	Ooh, this is cool...it says in some parts of the world, people actually eat the placenta.	Ooh_UH this_DD1 is_VBZ cool_JJ ..._... it_PPH1 says_VVZ in_II some_DD parts_NN2 of_IO the_AT world_NN1 people_NN actually_RR eat_VV0 the_AT placenta._NNU	0112.txt
271501	149	CHANDLER	M	Chandler: And, we're done with the yogurt. 	And, we're done with the yogurt.	And_CC we_PPIS2 're_VBR done_VDN with_IW the_AT yogurt._NNU	0112.txt
271601	149	PHOEBE	F	Phoebe: Sorry. (Camera pans back to Monica, still on phone)	Sorry.	Sorry_JJ ._.	0112.txt
271701	149	MONICA	F	Monica: Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas?  Nice talk, Aunt Syl. (in New York accent) You kiss Uncle Freddie with that mouth?	Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?	Aunt_NNB Syl_NP1 I_PPIS1 did_VDD this_DD1 as_II a_AT1 favor_NN1 I_PPIS1 am_VBM not_XX a_AT1 caterer_NN1 ._. What_DDQ do_VD0 you_PPY want_VVI me_PPIO1 to_TO do_VDI with_IW a_AT1 dozen_NNO lasagnas_NN2 ?_? Nice_JJ talk_NN1 Aunt_NNB Syl_NP1 ._. You_PPY kiss_VV0 Uncle_NNB Freddie_NP1 with_IW that_DD1 mouth_NN1 ?_?	0112.txt
271801	149	JOEY	M	Joey: Hey Ross, listen, you know that right now, your baby's only this big?  This is your baby. (in baby-like voice) Hi Daddy!	Hey Ross, listen, you know that right now, your baby's only this big? This is your baby. Hi Daddy!	Hey_UH Ross_NP1 listen_VV0 you_PPY know_VV0 that_CST right_RR now_RT your_APPGE baby_NN1 's_VBZ only_RR this_DD1 big_JJ ?_? This_DD1 is_VBZ your_APPGE baby_NN1 ._. Hi_UH Daddy_NN1 !_!	0112.txt
271901	149	ROSS	M	Ross: Hello!	Hello!	Hello_UH !_!	0112.txt
272001	149	JOEY	M	Joey: How come you don't live with Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? (playfully hits Ross)	How come you don't live with Mommy? How come Mommy lives with that other lady? What's a lesbian?	How_RRQ come_VVN you_PPY do_VD0 n't_XX live_VVI with_IW Mommy_NN1 ?_? How_RRQ come_VVN Mommy_NN1 lives_VVZ with_IW that_DD1 other_JJ lady_NN1 ?_? What_DDQ 's_VBZ a_AT1 lesbian_NN1 ?_?	0112.txt
272101	149	RACHEL	F	Rachel: Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos 	Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos	Honey_NN1 you_PPY can_VM say_VVI it_PPH1 Poconos_NP1 Poconos_NP1 it_PPH1 's_VBZ like_II Poc-o-nos_NP1	0112.txt
272201	149	PAOLO	M	Paolo: Ah, poke  a (touches nose again) nose, mmm (they rub noses, then kisses her)	Ah, poke a nose, mmm	Ah_UH poke_VV0 a_AT1 nose_NN1 mmm_UH	0112.txt
272301	149	JOEY, CHANDLER, AND ROSS	M	Joey, Chandler, and Ross: Mma, Mma, Mmaah	Mma, Mma, Mmaah	Mma_NP1 Mma_NP1 Mmaah_NP1	0112.txt
272401	149	MONICA	F	Monica: So, did I hear Poconos?	So, did I hear Poconos?	So_RR did_VDD I_PPIS1 hear_VVI Poconos_NN2 ?_?	0112.txt
272501	149	RACHEL	F	Rachel: Yes, my sister's giving us her place for the weekend.	Yes, my sister's giving us her place for the weekend.	Yes_UH my_APPGE sister_NN1 's_VBZ giving_VVG us_PPIO2 her_APPGE place_NN1 for_IF the_AT weekend_NNT1 ._.	0112.txt
272601	149	PHOEBE	F	Phoebe: Woo-hoo, first weekend away together!	Woo-hoo, first weekend away together!	Woo-hoo_UH first_MD weekend_NNT1 away_RL together_RL !_!	0112.txt
272701	149	MONICA	F	Monica: Yeah, that's a big step.	Yeah, that's a big step.	Yeah_UH that_DD1 's_VBZ a_AT1 big_JJ step_NN1 ._.	0112.txt
272801	149	RACHEL	F	Rachel: I know...	I know...	I_ZZ1 know_VV0 ..._...	0112.txt
272901	149	CHANDLER	M	Chandler: Ah, it's just a weekend, big deal!	Ah, it's just a weekend, big deal!	Ah_UH it_PPH1 's_VBZ just_RR a_AT1 weekend_NNT1 big_JJ deal_NN1 !_!	0112.txt
273001	149	ROSS	M	Ross: Wasn't this supposed to be just a fling, huh? Shouldn't it be... flung by now?	Wasn't this supposed to be just a fling, huh? Shouldn't it be... flung by now?	Was_VBDZ n't_XX this_DD1 supposed_JJ to_TO be_VBI just_RR a_AT1 fling_NN1 huh_UH ?_? Should_VM n't_XX it_PPH1 be_VBI ..._... flung_VVD by_RT21 now_RT22 ?_?	0112.txt
273101	149	RACHEL	F	Rachel: I mean, we are way past the fling thing, I mean, I am feeling things that I've only read about in Danielle Steele books, you know? I mean, when I'm with him, I'm totally, totally...	I mean, we are way past the fling thing, I mean, I am feeling things that I've only read about in Danielle Steele books, you know? I mean, when I'm with him, I'm totally, totally...	I_ZZ1 mean_JJ we_PPIS2 are_VBR way_NN1 past_II the_AT fling_NN1 thing_NN1 I_PPIS1 mean_VV0 I_PPIS1 am_VBM feeling_VVG things_NN2 that_CST I_PPIS1 've_VH0 only_RR read_VVN about_RP in_II Danielle_NP1 Steele_NP1 books_NN2 you_PPY know_VV0 ?_? I_PPIS1 mean_VV0 when_CS I_PPIS1 'm_VBM with_IW him_PPHO1 I_PPIS1 'm_VBM totally_RR totally_RR ..._...	0112.txt
273201	149	ROSS	M	Ross: ...nauseous, I'm physically nauseous. What am I supposed to do, huh? Call immigration?  I could call immigration!	...nauseous, I'm physically nauseous. What am I supposed to do, huh? Call immigration? I could call immigration!	..._... nauseous_JJ I_PPIS1 'm_VBM physically_RR nauseous_JJ ._. What_DDQ am_VBM I_PPIS1 supposed_JJ to_TO do_VDI huh_UH ?_? Call_VV0 immigration_NN1 ?_? I_PPIS1 could_VM call_VVI immigration_NN1 !_!	0112.txt
273301	150	JOEY	M	Joey: I love babies, with their little baby shoes, and their little baby toes, and their little baby hands...	I love babies, with their little baby shoes, and their little baby toes, and their little baby hands...	I_MC1 love_NN1 babies_NN2 with_IW their_APPGE little_JJ baby_NN1 shoes_NN2 and_CC their_APPGE little_JJ baby_NN1 toes_NN2 and_CC their_APPGE little_JJ baby_NN1 hands_NN2 ..._...	0112.txt
273401	150	CHANDLER	M	Chandler: Ok, you're going to have to stop that, forever!	Ok, you're going to have to stop that, forever!	Ok_RR you_PPY 're_VBR going_VVGK to_TO have_VHI to_TO stop_VVI that_DD1 forever_RT !_!	0112.txt
273501	150	JOEY	M	Joey: Need a new table.	Need a new table.	Need_VV0 a_AT1 new_JJ table_NN1 ._.	0112.txt
273601	150	CHANDLER	M	Chandler: You think?	You think?	You_PPY think_VV0 ?_?	0112.txt
273701	151	CAROL	F	Carol: Hey hey, come on in!	Hey hey, come on in!	Hey_UH hey_UH come_VV0 on_RP in_II !_!	0112.txt
273801	151	ROSS	M	Ross: Hey, hello! mmwa!  I brought all the books, and Monica sends her love, along with this lasagna.	Hey, hello! mmwa! I brought all the books, and Monica sends her love, along with this lasagna.	Hey_UH hello_UH !_! mmwa_NN1 !_! I_PPIS1 brought_VVD all_DB the_AT books_NN2 and_CC Monica_NP1 sends_VVZ her_APPGE love_NN1 along_II21 with_II22 this_DD1 lasagna._NNU	0112.txt
273901	151	CAROL	F	Carol: Oh great! Is it vegetarian, 'cause Susan doesn't eat meat.	Oh great! Is it vegetarian, 'cause Susan doesn't eat meat.	Oh_UH great_JJ !_! Is_VBZ it_PPH1 vegetarian_JJ 'cause_CS Susan_NP1 does_VDZ n't_XX eat_VVI meat_NN1 ._.	0112.txt
274001	151	ROSS	M	Ross: I'm pretty sure that it is...	I'm pretty sure that it is...	I_PPIS1 'm_VBM pretty_RG sure_JJ that_CST it_PPH1 is_VBZ ..._...	0112.txt
274101	151	CAROL	F	Carol: So, I got the results of the amnio today.	So, I got the results of the amnio today.	So_RR I_PPIS1 got_VVD the_AT results_NN2 of_IO the_AT amnio_NN1 today_RT ._.	0112.txt
274201	151	ROSS	M	Ross: Oh, tell me, tell me, is everything, uhh...?	Oh, tell me, tell me, is everything, uhh...?	Oh_UH tell_VV0 me_PPIO1 tell_VV0 me_PPIO1 is_VBZ everything_PN1 uhh_NN1 ..._... ?_?	0112.txt
274301	151	CAROL	F	Carol: Totally and completely healthy!	Totally and completely healthy!	Totally_RR and_CC completely_RR healthy_JJ !_!	0112.txt
274401	151	ROSS	M	Ross: Oh, that's great, that is great! 	Oh, that's great, that is great!	Oh_UH that_DD1 's_VBZ great_JJ that_DD1 is_VBZ great_JJ !_!	0112.txt
274501	151	ROSS	M	Ross: Hey, when did you and Susan meet Huey Lewis?	Hey, when did you and Susan meet Huey Lewis?	Hey_UH when_RRQ did_VDD you_PPY and_CC Susan_NP1 meet_VV0 Huey_NP1 Lewis_NP1 ?_?	0112.txt
274601	151	CAROL	F	Carol: Uh, that's our friend Tanya.	Uh, that's our friend Tanya.	Uh_UH that_DD1 's_VBZ our_APPGE friend_NN1 Tanya_NP1 ._.	0112.txt
274701	151	ROSS	M	Ross: Of course it's your friend Tanya. (looks up frightenedly)	Of course it's your friend Tanya.	Of_RR21 course_RR22 it_PPH1 's_VBZ your_APPGE friend_NN1 Tanya_NP1 ._.	0112.txt
274801	151	CAROL	F	Carol: Don't you want to know about the sex?	Don't you want to know about the sex?	Do_VD0 n't_XX you_PPY want_VVI to_TO know_VVI about_II the_AT sex_NN1 ?_?	0112.txt
274901	151	ROSS	M	Ross: The sex? (chuckles) Um, I'm having enough trouble with the image of you and Susan together, when you throw in Tanya (miming washing hair, that's the best I could think of), yaw...	The sex? Um, I'm having enough trouble with the image of you and Susan together, when you throw in Tanya , yaw...	The_AT sex_NN1 ?_? Um_UH I_PPIS1 'm_VBM having_VHG enough_DD trouble_NN1 with_IW the_AT image_NN1 of_IO you_PPY and_CC Susan_NP1 together_RL when_CS you_PPY throw_VV0 in_II Tanya_NP1 yaw_VV0 ..._...	0112.txt
275001	151	CAROL	F	Carol: The sex of the baby, Ross.	The sex of the baby, Ross.	The_AT sex_NN1 of_IO the_AT baby_NN1 Ross_NP1 ._.	0112.txt
275101	151	ROSS	M	Ross: Oh, you know the sex of the baby? Oh, oh-oh-oh!	Oh, you know the sex of the baby? Oh, oh-oh-oh!	Oh_UH you_PPY know_VV0 the_AT sex_NN1 of_IO the_AT baby_NN1 ?_? Oh_UH oh-oh-oh_UH !_!	0112.txt
275201	151	CAROL	F	Carol: Do you want to know?	Do you want to know?	Do_VD0 you_PPY want_VVI to_TO know_VVI ?_?	0112.txt
275301	151	ROSS	M	Ross: No, no, no, no, no, I don't want to know, absolutely not. I think, you know, I think you should know until you look down there, and say, oop, there it is!  Or isn't...	No, no, no, no, no, I don't want to know, absolutely not. I think, you know, I think you should know until you look down there, and say, oop, there it is! Or isn't...	No_UH no_UH no_UH no_UH no_UH I_PPIS1 do_VD0 n't_XX want_VVI to_TO know_VVI absolutely_RR not_XX ._. I_PPIS1 think_VV0 you_PPY know_VV0 I_PPIS1 think_VV0 you_PPY should_VM know_VVI until_CS you_PPY look_VV0 down_RP there_RL and_CC say_VV0 oop_VV0 there_RL it_PPH1 is_VBZ !_! Or_CC is_VBZ n't_XX ..._...	0112.txt
275401	151	SUSAN	F	Susan: Oh, hello Ross!	Oh, hello Ross!	Oh_UH hello_UH Ross_NP1 !_!	0112.txt
275501	151	ROSS	M	Ross: Susan...	Susan...	Susan_NP1 ..._...	0112.txt
275601	151	SUSAN	F	Susan: So, so, did you hear?	So, so, did you hear?	So_RR so_RR did_VDD you_PPY hear_VVI ?_?	0112.txt
275701	151	ROSS	M	Ross: Yes, we did, everything's A-OK!	Yes, we did, everything's A-OK!	Yes_UH we_PPIS2 did_VDD everything_PN1 's_VBZ A-OK_RR !_!	0112.txt
275801	151	SUSAN	F	Susan: Oh, that's so...  It really is...do we know...?	Oh, that's so... It really is...do we know...?	Oh_UH that_DD1 's_VBZ so_RR ..._... It_PPH1 really_RR is_VBZ ..._... do_VD0 we_PPIS2 know_VVI ..._... ?_?	0112.txt
275901	151	CAROL	F	Carol: Yes, we certainly do, it's going to be...	Yes, we certainly do, it's going to be...	Yes_UH we_PPIS2 certainly_RR do_VD0 it_PPH1 's_VBZ going_VVGK to_TO be_VBI ..._...	0112.txt
276001	151	ROSS	M	Ross: Oh, hey hey hey, ho ho ho, hello, guy who doesn't want to know, standing right here!	Oh, hey hey hey, ho ho ho, hello, guy who doesn't want to know, standing right here!	Oh_UH hey_UH hey_UH hey_UH ho_UH ho_UH ho_UH hello_UH guy_NN1 who_PNQS does_VDZ n't_XX want_VVI to_TO know_VVI standing_VVG right_RR here_RL !_!	0112.txt
276101	151	SUSAN	F	Susan: Oh, well, is it what we thought it would be?	Oh, well, is it what we thought it would be?	Oh_UH well_RR is_VBZ it_PPH1 what_DDQ we_PPIS2 thought_VVD it_PPH1 would_VM be_VBI ?_?	0112.txt
276201	151	CAROL	F	Carol: Mm-hmmm 	Mm-hmmm	Mm-hmmm_UH	0112.txt
